timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1577936063128,194,Login,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,815,1,1,http://152.136.173.30:8080/customer/login,,193,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,37
1577936063127,194,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,,true,,815,1,1,null,,193,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,3,37
1577936063324,46,Read Stadium Message,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,804,1,1,http://152.136.173.30:8080/stadium/message?id=7&customerId=537,,46,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936063375,46,Get Stadium Idle Time,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,562,1,1,http://152.136.173.30:8080/booking/get-empty-time?stadiumId=7&daysAfterToday=2&customerId=537,,46,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936063434,46,Get Stadium Items,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,2384,1,1,http://152.136.173.30:8080/stadium/items?customerId=537,,46,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936063324,138,Stadium Booking,200,"Number of samples in transaction : 3, number of failing samples : 0",Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,,true,,3750,1,1,null,,138,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,19,0
1577936063481,176,Login,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,817,2,2,http://152.136.173.30:8080/customer/login,,176,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,37
1577936063481,176,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,,true,,817,2,2,null,,176,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,0,37
1577936063657,45,Read Stadium Message,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,752,2,2,http://152.136.173.30:8080/stadium/message?id=2&customerId=538,,45,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936063703,274,Get Stadium Idle Time,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,563,2,2,http://152.136.173.30:8080/booking/get-empty-time?stadiumId=2&daysAfterToday=0&customerId=538,,274,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936063627,350,Login,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-19,text,true,,800,2,2,http://152.136.173.30:8080/customer/login,,350,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,69
1577936063627,350,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Stadium Booking Thread Group(浏览场馆/预定场馆) 1-19,,true,,800,2,2,null,,350,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,69
1577936063978,47,Get Stadium Items,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,2384,2,2,http://152.136.173.30:8080/stadium/items?customerId=538,,47,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936063657,366,Stadium Booking,200,"Number of samples in transaction : 3, number of failing samples : 0",Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,,true,,3699,2,2,null,,366,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,0
1577936063980,46,Read Stadium Message,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-19,text,true,,765,2,2,http://152.136.173.30:8080/stadium/message?id=3&customerId=539,,45,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936064026,48,Get Stadium Idle Time,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-19,text,true,,562,2,2,http://152.136.173.30:8080/booking/get-empty-time?stadiumId=3&daysAfterToday=2&customerId=539,,48,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936064075,92,Get Stadium Items,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-19,text,true,,2384,3,3,http://152.136.173.30:8080/stadium/items?customerId=539,,92,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936063979,186,Stadium Booking,200,"Number of samples in transaction : 3, number of failing samples : 0",Stadium Booking Thread Group(浏览场馆/预定场馆) 1-19,,true,,3711,3,3,null,,185,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,3,0
1577936064025,170,Login,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,816,3,3,http://152.136.173.30:8080/customer/login,,170,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,36
1577936064025,170,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,,true,,816,3,3,null,,170,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,0,36
1577936064196,176,Read Stadium Message,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,765,3,3,http://152.136.173.30:8080/stadium/message?id=3&customerId=540,,174,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936064128,272,Login,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-18,text,true,,806,3,3,http://152.136.173.30:8080/customer/login,,270,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,56
1577936064128,272,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Stadium Booking Thread Group(浏览场馆/预定场馆) 1-18,,true,,806,3,3,null,,270,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,3,56
1577936064170,248,Login,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-19,text,true,,809,3,3,http://152.136.173.30:8080/customer/login,,247,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,31
1577936064170,248,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Stadium Booking Thread Group(浏览场馆/预定场馆) 1-19,,true,,809,3,3,null,,247,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,31
1577936064372,48,Get Stadium Idle Time,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,563,3,3,http://152.136.173.30:8080/booking/get-empty-time?stadiumId=3&daysAfterToday=0&customerId=540,,48,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936064403,36,Read Stadium Message,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-18,text,true,,762,3,3,http://152.136.173.30:8080/stadium/message?id=5&customerId=541,,36,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936064419,65,Read Stadium Message,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-19,text,true,,749,3,3,http://152.136.173.30:8080/stadium/message?id=1&customerId=542,,65,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936064421,63,Get Stadium Items,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,text,true,,2384,3,3,http://152.136.173.30:8080/stadium/items?customerId=540,,63,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936064196,287,Stadium Booking,200,"Number of samples in transaction : 3, number of failing samples : 0",Stadium Booking Thread Group(浏览场馆/预定场馆) 1-20,,true,,3712,3,3,null,,285,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,0
1577936064440,45,Get Stadium Idle Time,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-18,text,true,,562,3,3,http://152.136.173.30:8080/booking/get-empty-time?stadiumId=5&daysAfterToday=2&customerId=541,,44,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936064484,38,Get Stadium Idle Time,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-19,text,true,,562,3,3,http://152.136.173.30:8080/booking/get-empty-time?stadiumId=1&daysAfterToday=2&customerId=542,,38,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577936064485,39,Get Stadium Items,200,,Stadium Booking Thread Group(浏览场馆/预定场馆) 1-18,text,true,,2384,3,3,http://152.136.173.30:8080/stadium/items?customerId=541,,39,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
