timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1577950349159,335,Login,200,,Login Thread Group(登录) 1-98,text,true,,813,6,6,http://152.136.173.30:8080/customer/login,,335,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,32
1577950349159,335,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-98,,true,,813,6,6,null,,335,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,5,32
1577950349164,562,Login,200,,Login Thread Group(登录) 1-99,text,true,,815,8,8,http://152.136.173.30:8080/customer/login,,562,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,33
1577950349164,562,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-99,,true,,815,8,8,null,,562,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,3,33
1577950349172,560,Login,200,,Login Thread Group(登录) 1-100,text,true,,798,8,8,http://152.136.173.30:8080/customer/login,,559,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,33
1577950349171,560,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-100,,true,,798,8,8,null,,559,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,33
1577950349256,596,Login,200,,Login Thread Group(登录) 1-97,text,true,,814,9,9,http://152.136.173.30:8080/customer/login,,596,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,39
1577950349256,596,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-97,,true,,814,9,9,null,,596,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,10,39
1577950349356,758,Login,200,,Login Thread Group(登录) 1-96,text,true,,804,12,12,http://152.136.173.30:8080/customer/login,,758,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,38
1577950349355,758,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-96,,true,,804,12,12,null,,758,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,38
1577950349457,862,Login,200,,Login Thread Group(登录) 1-95,text,true,,807,14,14,http://152.136.173.30:8080/customer/login,,862,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,38
1577950349456,862,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-95,,true,,807,14,14,null,,862,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,3,38
1577950349500,929,Login,200,,Login Thread Group(登录) 1-98,text,true,,799,15,15,http://152.136.173.30:8080/customer/login,,928,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,37
1577950349499,929,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-98,,true,,799,15,15,null,,928,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,37
1577950349559,999,Login,200,,Login Thread Group(登录) 1-94,text,true,,798,17,17,http://152.136.173.30:8080/customer/login,,999,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,38
1577950349558,999,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-94,,true,,798,17,17,null,,999,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,38
1577950349657,1072,Login,200,,Login Thread Group(登录) 1-93,text,true,,810,18,18,http://152.136.173.30:8080/customer/login,,1072,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,38
1577950349656,1072,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-93,,true,,810,18,18,null,,1072,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,38
1577950349734,1165,Login,200,,Login Thread Group(登录) 1-100,text,true,,809,20,20,http://152.136.173.30:8080/customer/login,,1165,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,38
1577950349733,1165,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-100,,true,,809,20,20,null,,1165,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,4,38
1577950349730,1175,Login,200,,Login Thread Group(登录) 1-99,text,true,,807,20,20,http://152.136.173.30:8080/customer/login,,1175,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,39
1577950349730,1175,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-99,,true,,807,20,20,null,,1175,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,39
1577950349755,1154,Login,200,,Login Thread Group(登录) 1-92,text,true,,813,20,20,http://152.136.173.30:8080/customer/login,,1154,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,33
1577950349755,1154,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-92,,true,,813,20,20,null,,1154,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,33
1577950349863,1207,Login,200,,Login Thread Group(登录) 1-97,text,true,,807,22,22,http://152.136.173.30:8080/customer/login,,1207,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,34
1577950349863,1207,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-97,,true,,807,22,22,null,,1207,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,34
1577950349857,1220,Login,200,,Login Thread Group(登录) 1-91,text,true,,799,22,22,http://152.136.173.30:8080/customer/login,,1220,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,34
1577950349854,1220,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-91,,true,,799,22,22,null,,1220,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,6,34
1577950349955,1484,Login,200,,Login Thread Group(登录) 1-90,text,true,,817,25,25,http://152.136.173.30:8080/customer/login,,1484,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,32
1577950349954,1484,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-90,,true,,817,25,25,null,,1484,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,3,32
1577950350057,1601,Login,200,,Login Thread Group(登录) 1-89,text,true,,800,28,28,http://152.136.173.30:8080/customer/login,,1600,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,32
1577950350056,1601,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-89,,true,,800,28,28,null,,1600,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,3,32
1577950350155,1685,Login,200,,Login Thread Group(登录) 1-88,text,true,,800,29,29,http://152.136.173.30:8080/customer/login,,1685,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,31
1577950350154,1685,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-88,,true,,800,29,29,null,,1685,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,3,31
1577950350256,1624,Login,200,,Login Thread Group(登录) 1-87,text,true,,807,30,30,http://152.136.173.30:8080/customer/login,,1624,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,33
1577950350116,1771,Login,200,,Login Thread Group(登录) 1-96,text,true,,819,30,30,http://152.136.173.30:8080/customer/login,,1771,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,31
1577950350255,1624,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-87,,true,,807,30,30,null,,1624,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,19,33
1577950350116,1771,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-96,,true,,819,30,30,null,,1771,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,11,31
1577950350321,1761,Login,200,,Login Thread Group(登录) 1-95,text,true,,801,32,32,http://152.136.173.30:8080/customer/login,,1761,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,38
1577950350321,1761,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-95,,true,,801,32,32,null,,1761,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,38
1577950350430,1854,Login,200,,Login Thread Group(登录) 1-98,text,true,,797,34,34,http://152.136.173.30:8080/customer/login,,1854,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,38
1577950350430,1854,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-98,,true,,797,34,34,null,,1854,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,38
1577950350358,1953,Login,200,,Login Thread Group(登录) 1-86,text,true,,810,34,34,http://152.136.173.30:8080/customer/login,,1953,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,37
1577950350357,1953,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-86,,true,,810,34,34,null,,1953,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,37
1577950350559,1939,Login,200,,Login Thread Group(登录) 1-94,text,true,,806,36,36,http://152.136.173.30:8080/customer/login,,1939,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,32
1577950350559,1939,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-94,,true,,806,36,36,null,,1939,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,32
1577950350454,2059,Login,200,,Login Thread Group(登录) 1-85,text,true,,807,36,36,http://152.136.173.30:8080/customer/login,,2059,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,39
1577950350454,2059,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-85,,true,,807,36,36,null,,2059,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,39
1577950350854,1878,Login,200,,Login Thread Group(登录) 1-81,text,true,,791,38,38,http://152.136.173.30:8080/customer/login,,1878,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,38
1577950350854,1878,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-81,,true,,791,38,38,null,,1878,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,38
1577950350756,2048,Login,200,,Login Thread Group(登录) 1-82,text,true,,814,39,39,http://152.136.173.30:8080/customer/login,,2048,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,37
1577950350755,2048,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-82,,true,,814,39,39,null,,2048,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,37
1577950350555,2263,Login,200,,Login Thread Group(登录) 1-84,text,true,,792,39,39,http://152.136.173.30:8080/customer/login,,2263,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,33
1577950350554,2263,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-84,,true,,792,39,39,null,,2263,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,33
1577950350955,2042,Login,200,,Login Thread Group(登录) 1-80,text,true,,792,41,41,http://152.136.173.30:8080/customer/login,,2041,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,39
1577950350955,2042,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-80,,true,,792,41,41,null,,2041,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,39
1577950350654,2348,Login,200,,Login Thread Group(登录) 1-83,text,true,,796,41,41,http://152.136.173.30:8080/customer/login,,2348,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,32
1577950350654,2348,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-83,,true,,796,41,41,null,,2348,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,32
1577950350730,2320,Login,200,,Login Thread Group(登录) 1-93,text,true,,795,41,41,http://152.136.173.30:8080/customer/login,,2320,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,31
1577950350730,2320,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-93,,true,,795,41,41,null,,2320,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,31
1577950350911,2359,Login,200,,Login Thread Group(登录) 1-92,text,true,,790,44,44,http://152.136.173.30:8080/customer/login,,2359,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,37
