timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1577934046475,1332,Login,200,,Read News Thread Group(获取新闻) 1-194,text,true,,809,39,39,http://152.136.173.30:8080/customer/login,,1332,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,48
1577934046456,1470,Login,200,,Read News Thread Group(获取新闻) 1-190,text,true,,817,41,41,http://152.136.173.30:8080/customer/login,,1470,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,60
1577934046481,1445,Login,200,,Read News Thread Group(获取新闻) 1-195,text,true,,801,41,41,http://152.136.173.30:8080/customer/login,,1445,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,42
1577934046491,1435,Login,200,,Read News Thread Group(获取新闻) 1-188,text,true,,812,41,41,http://152.136.173.30:8080/customer/login,,1435,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,37
1577934046492,1434,Login,200,,Read News Thread Group(获取新闻) 1-197,text,true,,809,41,41,http://152.136.173.30:8080/customer/login,,1434,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,37
1577934046465,1461,Login,200,,Read News Thread Group(获取新闻) 1-192,text,true,,816,41,41,http://152.136.173.30:8080/customer/login,,1461,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,58
1577934046460,1466,Login,200,,Read News Thread Group(获取新闻) 1-191,text,true,,800,41,41,http://152.136.173.30:8080/customer/login,,1466,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,56
1577934046470,1456,Login,200,,Read News Thread Group(获取新闻) 1-193,text,true,,806,41,41,http://152.136.173.30:8080/customer/login,,1456,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,53
1577934046452,1474,Login,200,,Read News Thread Group(获取新闻) 1-189,text,true,,815,41,41,http://152.136.173.30:8080/customer/login,,1474,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,64
1577934046487,1480,Login,200,,Read News Thread Group(获取新闻) 1-196,text,true,,800,42,42,http://152.136.173.30:8080/customer/login,,1480,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,36
1577934047968,204,GetNewsCount,200,,Read News Thread Group(获取新闻) 1-196,text,true,,554,46,46,http://152.136.173.30:8080/news/get-news-count?userId=545,,204,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
1577934046505,1687,Login,200,,Read News Thread Group(获取新闻) 1-199,text,true,,815,47,47,http://152.136.173.30:8080/customer/login,,1687,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,32
1577934046586,1999,Login,200,,Read News Thread Group(获取新闻) 1-186,text,true,,819,54,54,http://152.136.173.30:8080/customer/login,,1999,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,32
1577934046509,2102,Login,200,,Read News Thread Group(获取新闻) 1-200,text,true,,801,55,55,http://152.136.173.30:8080/customer/login,,2101,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,30
1577934047932,922,GetNewsCount,200,,Read News Thread Group(获取新闻) 1-195,text,true,,554,60,60,http://152.136.173.30:8080/news/get-news-count?userId=543,,921,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,0
