timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1577935147094,369,Login,200,,Login Thread Group(登录) 1-20,text,true,,815,1,1,http://152.136.173.30:8080/customer/login,,369,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,39
1577935147093,369,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-20,,true,,815,1,1,null,,369,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,39
1577935147464,194,Login,200,,Login Thread Group(登录) 1-20,text,true,,817,2,2,http://152.136.173.30:8080/customer/login,,194,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,51
1577935147464,194,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-20,,true,,817,2,2,null,,194,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,51
1577935147591,393,Login,200,,Login Thread Group(登录) 1-19,text,true,,800,2,2,http://152.136.173.30:8080/customer/login,,392,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,32
1577935147591,393,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-19,,true,,800,2,2,null,,392,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,32
1577935147663,564,Login,200,,Login Thread Group(登录) 1-20,text,true,,816,3,3,http://152.136.173.30:8080/customer/login,,564,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,310
1577935147663,564,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-20,,true,,816,3,3,null,,564,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,310
1577935147986,242,Login,200,,Login Thread Group(登录) 1-19,text,true,,806,3,3,http://152.136.173.30:8080/customer/login,,241,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,61
1577935147986,242,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-19,,true,,806,3,3,null,,241,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,61
1577935148094,444,Login,200,,Login Thread Group(登录) 1-18,text,true,,809,3,3,http://152.136.173.30:8080/customer/login,,444,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,131
1577935148094,444,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-18,,true,,809,3,3,null,,444,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,131
1577935148229,337,Login,200,,Login Thread Group(登录) 1-19,text,true,,800,3,3,http://152.136.173.30:8080/customer/login,,337,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,32
1577935148229,337,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-19,,true,,800,3,3,null,,337,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,0,32
1577935148228,347,Login,200,,Login Thread Group(登录) 1-20,text,true,,801,3,3,http://152.136.173.30:8080/customer/login,,347,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,34
1577935148228,347,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-20,,true,,801,3,3,null,,347,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,34
1577935148540,604,Login,200,,Login Thread Group(登录) 1-18,text,true,,812,5,5,http://152.136.173.30:8080/customer/login,,604,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,96
1577935148540,604,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-18,,true,,812,5,5,null,,604,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,96
1577935148567,604,Login,200,,Login Thread Group(登录) 1-19,text,true,,809,5,5,http://152.136.173.30:8080/customer/login,,604,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,104
1577935148567,604,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-19,,true,,809,5,5,null,,604,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,0,104
1577935148577,597,Login,200,,Login Thread Group(登录) 1-20,text,true,,811,5,5,http://152.136.173.30:8080/customer/login,,597,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,94
1577935148595,578,Login,200,,Login Thread Group(登录) 1-17,text,true,,815,5,5,http://152.136.173.30:8080/customer/login,,578,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,76
1577935148577,597,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-20,,true,,811,5,5,null,,597,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,94
1577935148595,578,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-17,,true,,815,5,5,null,,578,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,2,76
1577935149091,474,Login,200,,Login Thread Group(登录) 1-16,text,true,,801,5,5,http://152.136.173.30:8080/customer/login,,473,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,85
1577935149090,474,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-16,,true,,801,5,5,null,,473,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,3,85
1577935149146,449,Login,200,,Login Thread Group(登录) 1-18,text,true,,809,6,6,http://152.136.173.30:8080/customer/login,,444,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,41
1577935149145,449,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-18,,true,,809,6,6,null,,444,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,19,41
1577935149175,593,Login,200,,Login Thread Group(登录) 1-17,text,true,,821,6,6,http://152.136.173.30:8080/customer/login,,593,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,75
1577935149175,593,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-17,,true,,821,6,6,null,,593,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,9,75
1577935149175,613,Login,200,,Login Thread Group(登录) 1-20,text,true,,802,6,6,http://152.136.173.30:8080/customer/login,,613,UTF-8,1,0,JJAYCHENdeMacBook-Pro.local,0,72
1577935149175,613,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Login Thread Group(登录) 1-20,,true,,802,6,6,null,,613,ISO-8859-1,1,0,JJAYCHENdeMacBook-Pro.local,1,72
